ranking,Youtuber,subscribers,category,channel_type,video_views,Title,Country,video_views_for_the_last_30_days,highest_yearly_earnings,lowest_yearly_earnings,subscribers_for_last_30_days,Population,Latitude,Longitude,date_created,Urban_population
393,Skrillex,20100000,Music,Music,6618524158,Skrillex,"United States",25263000,1200000,75800,nan,328239523,37.09024,-95.712891,2010-04-06,270663028
394,AuthenticGames,20100000,Gaming,Games,8920141342,AuthenticGames,Brazil,5420000,260200,16300,nan,212559417,-14.235004,-51.92528,2011-10-07,183241641
396,Pencilmation,20100000,"Film & Animation",Entertainment,11317309935,Pencilmation,"United States",14862000,713400,44600,100000,328239523,37.09024,-95.712891,2007-02-01,270663028
397,7clouds,20100000,Music,Music,14816075927,7clouds,"United States",276751000,13300000,830300,300000,328239523,37.09024,-95.712891,2013-05-25,270663028
398,"5-Minute Crafts PLAY",20100000,"Howto & Style",Howto,6119294270,"5-Minute Crafts PLAY","United States",105784000,5100000,317400,100000,328239523,37.09024,-95.712891,2017-10-30,270663028
399,"Marvel Entertainment",20100000,Entertainment,Film,5634695322,MarvelEntertainment,"United States",63,3,0.19,30,328239523,37.09024,-95.712891,2011-05-10,270663028
400,BuzzFeedVideo,20100000,"People & Blogs",People,17913237851,BuzzFeedVideo,"United States",9112000,437400,27300,nan,328239523,37.09024,-95.712891,2011-08-10,270663028
401,REACT,20000000,Entertainment,Entertainment,13154314376,REACT,"United States",23206000,1100000,69600,nan,328239523,37.09024,-95.712891,2007-06-04,270663028
402,Vevo,20000000,Music,Music,559765455,Vevo,"United States",1331000,63900,4000,nan,328239523,37.09024,-95.712891,2006-04-14,270663028
403,"Gordon Ramsay",20000000,Entertainment,Entertainment,3875172235,"Gordon Ramsay","United Kingdom",39228000,1900000,117700,200000,66834405,55.378051,-3.435973,2006-04-29,55908316
405,"Green Gold TV - Official Channel",20000000,"Film & Animation",Entertainment,9715291883,"Green Gold TV - Official Channel",India,70278000,0,0,100000,1366417754,20.593684,78.96288,2011-07-01,471031528
406,"Gusttavo Lima Oficial",19900000,Music,Music,13917423958,"Gusttavo Lima Oficial",Brazil,214803000,10300000,644400,100000,212559417,-14.235004,-51.92528,2010-11-09,183241641
407,HaerteTest,19800000,"Science & Technology",Tech,3234880084,HaerteTest,Germany,5650000,271200,17000,nan,83132799,51.165691,10.451526,2011-09-06,64324835
408,"Crafty Panda",19800000,"People & Blogs",Entertainment,5759442450,"Crafty Panda","United States",6137000,294600,18400,100000,328239523,37.09024,-95.712891,2017-12-03,270663028
409,"SOMOY TV",19800000,"News & Politics",News,12293479945,"TIME NEWS","United States",16229,779,49,nan,328239523,37.09024,-95.712891,2013-11-16,270663028
410,JennaMarbles,19700000,Comedy,Comedy,1803249241,JennaMarbles,"United States",3769000,180900,11300,nan,328239523,37.09024,-95.712891,2010-02-16,270663028
413,"Britain's Got Talent",19700000,Entertainment,Entertainment,11323617496,"Britain's Got Talent","United Kingdom",54192000,2600000,162600,100000,66834405,55.378051,-3.435973,2008-04-12,55908316
414,SCTV,19700000,Entertainment,Music,9808676159,SCTV,"United Kingdom",336,16,1,nan,66834405,55.378051,-3.435973,2006-03-25,55908316
415,"AS Gaming",19600000,Gaming,Games,2851024430,ASGaming,"United States",23,1,0.07,nan,328239523,37.09024,-95.712891,2009-03-05,270663028
416,"Sony AATH",19600000,Shows,Entertainment,13930021471,"Sony AATH","United States",274212000,13200000,822600,300000,328239523,37.09024,-95.712891,2013-11-13,270663028
417,"tabii Urdu",19600000,Entertainment,Entertainment,8779729549,"tabii Urdu",Turkey,110806000,5300000,332400,100000,83429615,38.963745,35.243322,2020-04-17,63097818
418,DaFuq!?Boom!,19600000,"Film & Animation",Entertainment,7906181776,DaFuq!?Boom!,"United States",2304000000,110600000,6900000,6700000,328239523,37.09024,-95.712891,2016-06-06,270663028
419,"Clash of Clans",19600000,Gaming,Games,3961318438,"Clash of Clans","United States",22292000,1100000,66900,nan,328239523,37.09024,-95.712891,2013-01-31,270663028
420,"RKD Studios",19500000,Entertainment,Entertainment,5234251168,"RKD Studios",India,59841000,0,0,300000,1366417754,20.593684,78.96288,2014-03-14,471031528
421,"DLS News",19400000,"News & Politics",News,2255542592,"DLS News",India,32111000,1500000,96300,100000,1366417754,20.593684,78.96288,2017-07-05,471031528
422,JukiLop,19400000,"People & Blogs",People,1577859332,JukiLop,Mexico,2382000,114300,7100,100000,126014024,23.634501,-102.552784,2017-09-15,102626859
423,etvteluguindia,19400000,Entertainment,Entertainment,23038014291,etvteluguindia,India,272917000,13100000,818800,200000,1366417754,20.593684,78.96288,2010-03-15,471031528
424,FIFA,19400000,Sports,Sports,5529131886,FIFA,Switzerland,58863000,2800000,176600,100000,8574832,46.818188,8.227512,2006-09-06,6332428
425,"Manoj  parihar",19300000,nan,Howto,264228052,"Manoj  parihar",India,37167000,1800000,111500,300000,1366417754,20.593684,78.96288,2021-03-02,471031528
428,shane,19200000,"People & Blogs",Comedy,4329121104,shane,"United States",2730000,131100,8200,nan,328239523,37.09024,-95.712891,2005-09-22,270663028
429,Sonotek,19200000,Entertainment,Music,7590582024,Sonotek,India,28678000,1400000,86000,100000,1366417754,20.593684,78.96288,2011-01-11,471031528
430,"Jimmy Kimmel Live",19100000,Entertainment,Comedy,13124645973,"Jimmy Kimmel Live","United States",17243000,827600,51700,nan,328239523,37.09024,-95.712891,2006-09-20,270663028
431,TheOdd1sOut,19100000,Comedy,Comedy,4566120190,TheOdd1sOut,"United States",30986000,1500000,93000,nan,328239523,37.09024,-95.712891,2014-08-30,270663028
434,,19000000,Education,Entertainment,4924054368,,"United States",21587000,1000000,64800,100000,328239523,37.09024,-95.712891,2018-02-20,270663028
435,"SUPER SLICK SLIME SAM",19000000,"Howto & Style",Howto,7229175322,"SUPER SLICK SLIME SAM",Mexico,123338000,5900000,370000,200000,126014024,23.634501,-102.552784,2018-01-23,102626859
436,"Wow Kidz Action",19000000,"Film & Animation",Entertainment,8281724393,"Wow Kidz Action",India,105706000,5100000,317100,200000,1366417754,20.593684,78.96288,2017-11-08,471031528
437,"Turma da M",19000000,"Film & Animation",Film,13824277846,"Turma da M",Brazil,76903000,3700000,230700,100000,212559417,-14.235004,-51.92528,2012-07-30,183241641
438,"Calvin Harris",19000000,Music,Music,16014044618,"Calvin Harris","United Kingdom",102410000,4900000,307200,100000,66834405,55.378051,-3.435973,2007-02-11,55908316
439,"KBS WORLD TV",19000000,Entertainment,Entertainment,15126092508,"KBS WORLD TV","South Korea",107989000,5200000,324000,nan,51709098,35.907757,127.766922,2007-01-06,42106719
440,HiMan,18900000,"People & Blogs",Entertainment,2855519150,HiMan,Russia,24563000,1200000,73700,nan,144373535,61.52401,105.318756,2014-10-16,107683889
442,"Little Angel Espa",18900000,Education,Education,9813245108,"Little Angel Espa",Mexico,140398000,6700000,421200,nan,126014024,23.634501,-102.552784,2018-01-26,102626859
443,TED-Ed,18800000,Education,Education,3654621568,TED-Ed,"United States",29874000,1400000,89600,100000,328239523,37.09024,-95.712891,2011-03-01,270663028
444,Sidemen,18800000,Entertainment,Entertainment,5257834105,Sidemen,"United Kingdom",78158000,3800000,234500,100000,66834405,55.378051,-3.435973,2015-06-14,55908316
447,Farruko,18800000,Music,Music,9573641299,Farruko,"United States",97758000,4700000,293300,100000,328239523,37.09024,-95.712891,2009-10-30,270663028
448,,18800000,Entertainment,Entertainment,9594188708,,Ukraine,68006000,3300000,204000,100000,44385155,48.379433,31.16558,2014-10-20,30835699
449,"Triggered Insaan",18800000,Comedy,People,3276891538,"Triggered Insaan",India,109026000,5200000,327100,700000,1366417754,20.593684,78.96288,2014-07-17,471031528
450,CKN,18700000,Entertainment,Music,12295637162,cKn,Spain,102,5,0.31,1,47076781,40.463667,-3.74922,2005-09-26,37927409
452,"Shemaroo Comedy",18600000,Entertainment,Comedy,6047584292,"Shemaroo Comedy",India,102431000,4900000,307300,200000,1366417754,20.593684,78.96288,2007-01-31,471031528
453,"Smile Family Spanish",18600000,nan,Entertainment,7008250496,"Smile Family Spanish","United States",43396000,2100000,130200,200000,328239523,37.09024,-95.712891,2019-06-19,270663028
454,"GRAMMY GOLD OFFICIAL",18600000,Music,Music,20196704276,"GRAMMY GOLD OFFICIAL",Thailand,168597000,8100000,505800,100000,69625582,15.870032,100.992541,2014-01-15,35294600
455,"| Arab Games Network",18600000,Gaming,Games,8761255550,"| Arab Games  ","Saudi Arabia",43007000,2100000,129000,500000,34268528,23.885942,45.079162,2013-11-29,28807838
456,"Dan-Sa  Daniel Saboya",18500000,Music,Music,2908120896,"Dan-Sa  Daniel Saboya",Brazil,6148000000,0,0,100000,212559417,-14.235004,-51.92528,2007-09-22,183241641
457,Marmok,18500000,Gaming,Games,3457618361,Marmok,Russia,38282000,1800000,114800,100000,144373535,61.52401,105.318756,2008-04-27,107683889
459,"Like Nastya Vlog",18500000,"People & Blogs",People,8147575884,"Like Nastya Vlog",Russia,48947000,2300000,146800,100000,144373535,61.52401,105.318756,2016-01-14,107683889
460,"Willie Salim",18500000,"People & Blogs",People,4051072188,"Willie Salim",Indonesia,197369000,9500000,592100,1600000,270203917,-0.789275,113.921327,2014-01-06,151509724
461,"PDK Films",18400000,Entertainment,Entertainment,4120324310,"PDK Films","United States",14430000,692600,43300,nan,328239523,37.09024,-95.712891,2009-07-21,270663028
462,TheWillyrex,18400000,Comedy,Games,7038827526,TheWillyrex,Spain,11004000,528200,33000,nan,47076781,40.463667,-3.74922,2011-01-26,37927409
463,"RsiamMusic :",18400000,Music,Music,11544297793,"RsiamMusic :",Thailand,54133000,2600000,162400,100000,69625582,15.870032,100.992541,2011-03-08,35294600
465,shakiraVEVO,18400000,Music,Music,25367126292,shakiraVEVO,"United States",267126000,12800000,801400,nan,328239523,37.09024,-95.712891,2009-09-02,270663028
466,"Naisa Alifia Yuriza (N.A.Y)",18300000,"People & Blogs",Entertainment,1606834186,"Naisa Alifia Yuriza (N.A.Y)",Indonesia,17063000,819000,51200,nan,270203917,-0.789275,113.921327,2017-07-08,151509724
467,"Miley Cyrus",18300000,Entertainment,Entertainment,7760819588,"Miley Cyrus","United States",127982000,6100000,383900,100000,328239523,37.09024,-95.712891,2009-09-15,270663028
468,IShowSpeed,18300000,Gaming,Games,1556003039,IShowSpeed,"United States",140261000,6700000,420800,800000,328239523,37.09024,-95.712891,2016-03-21,270663028
471,INCR,18200000,"People & Blogs",Howto,3213324455,INCR,Brazil,18045000,866200,54100,nan,212559417,-14.235004,-51.92528,2017-06-20,183241641
472,"Jake Fellman",18100000,Entertainment,Entertainment,13378360425,"Jake Fellman","United States",497044000,23900000,1500000,700000,328239523,37.09024,-95.712891,2012-10-13,270663028
473,"GEN HALILINTAR",18100000,Entertainment,Entertainment,3306242674,"GEN HALILINTAR",Indonesia,27312000,1300000,81900,nan,270203917,-0.789275,113.921327,2015-03-04,151509724
474,SQUEEZIE,18100000,Gaming,Entertainment,9983065083,SQUEEZIE,France,48099000,2300000,144300,100000,67059887,46.227638,2.213749,2011-01-09,54123364
475,"Blippi - Educational Videos for Kids",18100000,Education,Education,14857290259,"Blippi - Educational Videos for Kids","United States",180412000,8700000,541200,300000,328239523,37.09024,-95.712891,2014-01-27,270663028
476,officialpsy,18100000,Music,Music,10703830496,officialpsy,"South Korea",64989000,3100000,195000,nan,51709098,35.907757,127.766922,2010-10-04,42106719
478,"Manual do Mundo",18000000,"Howto & Style",Tech,3980991248,"Manual do Mundo",Brazil,54766000,2600000,164300,100000,212559417,-14.235004,-51.92528,2006-07-24,183241641
479,"How Ridiculous",18000000,Sports,Sports,9601137077,"How Ridiculous",Australia,391298000,18800000,1200000,600000,25766605,-25.274398,133.775136,2009-09-09,21844756
480,"And TV",18000000,Entertainment,Entertainment,15412333005,ANDtv,"United States",4,0.19,0.01,nan,328239523,37.09024,-95.712891,2006-08-04,270663028
481,Sebasti,18000000,"News & Politics",Music,10463166404,Sebasti,"United States",110776000,5300000,332300,nan,328239523,37.09024,-95.712891,2013-03-30,270663028
482,SonyMusicSouthVEVO,18000000,Music,Music,17921124985,SonyMusicSouthVEVO,"United States",257597000,12400000,772800,100000,328239523,37.09024,-95.712891,2014-07-14,270663028
483,TheGrefg,18000000,Gaming,Games,6404852037,TheGrefg,Spain,43830000,2100000,131500,nan,47076781,40.463667,-3.74922,2012-01-30,37927409
485,"David Dobrik",17900000,"People & Blogs",People,7176572299,"David Dobrik","United States",8650000,415200,26000,100000,328239523,37.09024,-95.712891,2014-12-19,270663028
486,KatieAngel,17900000,"People & Blogs",Music,3841205465,KatieAngel,"United States",51687000,2500000,155100,100000,328239523,37.09024,-95.712891,2015-05-19,270663028
487,RobleisIUTU,17900000,Entertainment,Games,5168721499,RobleisIUTU,Argentina,27545000,1300000,82600,100000,44938712,-38.416097,-63.616672,2013-04-15,41339571
488,"Lele Pons",17900000,Comedy,Entertainment,5244917119,"Lele Pons","United States",18548000,890300,55600,nan,328239523,37.09024,-95.712891,2015-09-19,270663028
489,"Demi Lovato",17900000,Music,Music,6888074944,"Demi Lovato","United States",29182000,1400000,87500,nan,328239523,37.09024,-95.712891,2008-01-30,270663028
490,"Like Nastya VNM",17900000,Entertainment,Entertainment,9867515979,"Like Nastya VNM",Vietnam,84467000,4100000,253400,100000,96462106,14.058324,108.277199,2019-11-22,35332140
491,"Jason Derulo",17900000,Music,Music,9887116267,"Jason Derulo","United States",447891000,21500000,1300000,400000,328239523,37.09024,-95.712891,2008-07-21,270663028
492,"MGC Playhouse",17900000,Shows,Education,16174530046,"MGC Playhouse","United States",102621000,4900000,307900,100000,328239523,37.09024,-95.712891,2009-02-03,270663028
494,"Priyal Kukreja",17800000,"People & Blogs",People,11057945183,"Priyal Kukreja",India,431390000,20700000,1300000,900000,1366417754,20.593684,78.96288,2021-04-23,471031528
495,"MSA previously My Story Animated",17800000,"Film & Animation",People,8588704539,"MSA Previously My Story Animated","United States",20708,994,62,2960,328239523,37.09024,-95.712891,2021-11-09,270663028
496," KIMPRO",17700000,nan,People,19206701832," KIMPRO","South Korea",3404000000,163400000,10200000,3200000,51709098,35.907757,127.766922,2017-11-11,42106719
497,"Jane ASMR",17700000,nan,People,7387621644,"Jane ASMR","South Korea",102803000,0,0,nan,51709098,35.907757,127.766922,2012-11-17,42106719
498,ArianaGrandeVevo,17700000,Music,Music,20115544708,ArianaGrandeVevo,"United States",97422000,4700000,292300,nan,328239523,37.09024,-95.712891,2010-10-21,270663028
499,"jaanvi patel",17700000,"People & Blogs",People,7912733203,"jaanvi patel",India,346753000,16600000,1000000,900000,1366417754,20.593684,78.96288,2018-07-18,471031528
500,"tanboy kun",17700000,"People & Blogs",Entertainment,3647267655,"tanboy kun",Indonesia,48174000,2300000,144500,100000,270203917,-0.789275,113.921327,2016-10-27,151509724
502,"Porta dos Fundos",17700000,Entertainment,Entertainment,7739048000,"Porta dos Fundos",Brazil,35337000,1700000,106000,nan,212559417,-14.235004,-51.92528,2012-03-12,183241641
503,"News 24",17700000,"News & Politics",News,8396875537,"24       ",Ukraine,370779000,17800000,1100000,230000,44385155,48.379433,31.16558,2006-02-05,30835699
504,"Les' Copaque Production",17700000,"Film & Animation",Entertainment,9059696049,"Les' Copaque Production",Malaysia,117727000,5700000,353200,200000,32447385,4.210484,101.975766,2009-11-09,24475766
505,"El Payaso Plim Plim",17700000,"Film & Animation",Music,17247584185,"El Payaso Plim Plim",Argentina,640030000,30700000,1900000,600000,44938712,-38.416097,-63.616672,2013-10-18,41339571
506,"zbing z.",17600000,Gaming,Games,9269174070,"zbing z.",Thailand,55127000,2600000,165400,nan,69625582,15.870032,100.992541,2014-03-12,35294600
507,MissaSinfonia,17600000,Comedy,Comedy,2274007523,MissaSinfonia,Mexico,27445000,1300000,82300,100000,126014024,23.634501,-102.552784,2011-01-05,102626859
508," Liziqi",17600000,"Howto & Style",Howto,2977741577," Liziqi",China,22354000,1100000,67100,100000,1397715000,35.86166,104.195397,2017-08-22,842933962
510,DeGoBooM,17600000,Gaming,Games,6306204566,DeGoBooM,Chile,100215000,4800000,300600,500000,18952038,-35.675147,-71.542969,2014-02-01,16610135
511,JFlaMusic,17600000,Music,Music,3802280098,JFlaMusic,"South Korea",11099000,532700,33300,nan,51709098,35.907757,127.766922,2011-08-22,42106719
512,FactTechz,17500000,Entertainment,Entertainment,2238134438,FactTechz,India,21056000,1000000,63200,nan,1366417754,20.593684,78.96288,2016-07-24,471031528
513,"News18 India",17500000,"News & Politics",News,7263619576,"News18 India",India,394106000,18900000,1200000,700000,1366417754,20.593684,78.96288,2007-10-25,471031528
514,"Fun For Kids TV - Hindi Rhymes",17500000,Entertainment,Entertainment,7612385622,"Fun For Kids TV - Hindi Rhymes",India,109847000,5300000,329500,300000,1366417754,20.593684,78.96288,2017-09-27,471031528
515,IGN,17500000,Gaming,Games,16107116549,IGN,"United States",98342000,4700000,295000,nan,328239523,37.09024,-95.712891,2006-09-19,270663028
516,Aphmau,17400000,Gaming,Games,17763586483,Aphmau,"United States",439870000,21100000,1300000,400000,328239523,37.09024,-95.712891,2012-08-13,270663028
517,"AMARINTV :",17400000,Entertainment,News,13043561912,"AMARINTV :",Thailand,235993000,11300000,708000,200000,69625582,15.870032,100.992541,2014-02-05,35294600
518,"- Al-Remas",17400000,Music,Music,11144195464,"- Al-Remas",Iraq,113003000,5400000,339000,nan,39309783,33.223191,43.679291,2013-09-27,27783368
520,Apple,17300000,"Science & Technology",Tech,1026425106,Apple,"United States",46484000,2200000,139500,100000,328239523,37.09024,-95.712891,2005-06-22,270663028
521,"Stubborn Facts",17300000,"Film & Animation",Entertainment,902225615,"Stubborn Facts",India,837850,40200,2500,nan,1366417754,20.593684,78.96288,2016-09-05,471031528
522,"Taarak Mehta Ka Ooltah Chashmah",17300000,Entertainment,Entertainment,11371738047,"Taarak Mehta Ka Ooltah Chashmah",India,331944000,15900000,995800,300000,1366417754,20.593684,78.96288,2014-08-04,471031528
523,HowToBasic,17300000,"Howto & Style",Howto,3684816159,HowToBasic,Australia,15525000,745200,46600,nan,25766605,-25.274398,133.775136,2011-12-08,21844756
525,"Marques Brownlee",17200000,"Science & Technology",Tech,3606912471,"Marques Brownlee","United States",52325000,2500000,157000,100000,328239523,37.09024,-95.712891,2008-03-21,270663028
526,Anitta,17200000,Music,Music,7337212581,Anitta,Brazil,72684000,3500000,218100,nan,212559417,-14.235004,-51.92528,2011-11-02,183241641
527,"Jason Vlogs",17200000,Education,People,8903647480,"Jason Oo",Australia,25,1,0.08,nan,25766605,-25.274398,133.775136,2014-09-11,21844756
528,"El Reino a Jugar",17200000,Education,Education,11445492404,"El Reino a Jugar",Argentina,83709000,4000000,251100,100000,44938712,-38.416097,-63.616672,2015-03-03,41339571
529,Willyrex,17200000,Gaming,Games,5024088947,Willyrex,Spain,15405000,739500,46200,nan,47076781,40.463667,-3.74922,2009-08-09,37927409
530,TheBrianMaps,17100000,Comedy,Entertainment,4448334716,TheBrianMaps,Russia,37164000,1800000,111500,100000,144373535,61.52401,105.318756,2012-06-04,107683889
531,"TRANS TV Official",17100000,Entertainment,Entertainment,9710962528,"TRANS TV Official",Indonesia,45811000,2200000,137400,100000,270203917,-0.789275,113.921327,2014-09-02,151509724
532,"Liza Koshy",17100000,Comedy,Entertainment,2173106162,"Liza Koshy","United States",1761000,84500,5300,nan,328239523,37.09024,-95.712891,2013-09-02,270663028
533,"Queen Official",17000000,Music,Music,10847948832,"Queen Official","United Kingdom",93768000,4500000,281300,100000,66834405,55.378051,-3.435973,2008-07-07,55908316
534,"Prajapati News",17000000,Comedy,Entertainment,1001465469,"Prajapati News",India,7626000,366100,22900,100000,1366417754,20.593684,78.96288,2013-03-14,471031528
536,LuisFonsiVEVO,17000000,Music,Music,14543594822,LuisFonsiVEVO,"United States",49817000,2400000,149500,nan,328239523,37.09024,-95.712891,2009-05-12,270663028
537,"Pop Chartbusters",16900000,Music,Music,8684010451,"Pop Chartbusters",India,72911000,3500000,218700,200000,1366417754,20.593684,78.96288,2011-08-26,471031528
538,"Guava Juice",16900000,Gaming,Entertainment,9111000228,"Guava Juice","United States",10889000,522600,32700,nan,328239523,37.09024,-95.712891,2006-07-18,270663028
539,EeOneGuy,16900000,Entertainment,Entertainment,3827906874,EeOneGuy,"United States",1635000,78500,4900,nan,328239523,37.09024,-95.712891,2013-03-19,270663028
540,VICE,16900000,Entertainment,Entertainment,4609753237,VICE,"United States",36357000,1700000,109100,100000,328239523,37.09024,-95.712891,2005-12-16,270663028
541,"Aayu and Pihu Show",16900000,Comedy,People,9270331567,"Aayu and Pihu Show",India,89782000,4300000,269300,nan,1366417754,20.593684,78.96288,2017-05-08,471031528
542,"Danny Fitt",16900000,"People & Blogs",Entertainment,9544277833,"Danny Fitt","United States",275264000,13200000,825800,700000,328239523,37.09024,-95.712891,2016-12-31,270663028
543,"Bispo Bruno Leonardo",16900000,"Nonprofits & Activism",Nonprofit,3523578665,"Bispo Bruno Leonardo",Brazil,149543000,7200000,448600,400000,212559417,-14.235004,-51.92528,2016-04-10,183241641
547,"Like Nastya IDN",16800000,Entertainment,Entertainment,7195314800,"Like Nastya IDN",Indonesia,42836000,2100000,128500,100000,270203917,-0.789275,113.921327,2019-11-22,151509724
548,"Gato Galactico | GAL",16800000,"Film & Animation",Entertainment,3693798804,"Gato Galactico | GAL",Brazil,44121000,2100000,132400,100000,212559417,-14.235004,-51.92528,2013-04-02,183241641
550,CoryxKenshin,16700000,Gaming,Games,7102965621,CoryxKenshin,"United States",105114000,5000000,315300,200000,328239523,37.09024,-95.712891,2009-04-27,270663028
551,"With Kids[        ",16700000,Entertainment,Entertainment,8826138204,"With Kids[        ","United States",45698000,2200000,137100,100000,328239523,37.09024,-95.712891,2012-07-06,270663028
552,"Travis Scott",16700000,Music,Music,7979736581,"Travis Scott","United States",37623,1800,113,nan,328239523,37.09024,-95.712891,2010-09-01,270663028
553,"Tu COSMOPOLIS",16700000,"People & Blogs",People,5089284369,"Tu COSMOPOLIS",Mexico,16139000,774700,48400,nan,126014024,23.634501,-102.552784,2014-08-28,102626859
554,"Ivana Alawi",16600000,nan,People,1318442641,"Ivana Alawi",Philippines,15079000,723800,45200,100000,108116615,12.879721,121.774017,2018-06-01,50975903
557,"NMF News",16600000,"News & Politics",News,7435180827,"NMF News",India,59201000,2800000,177600,100000,1366417754,20.593684,78.96288,2013-10-22,471031528
558,SriBalajiMovies,16600000,Entertainment,Entertainment,9439857193,SriBalajiMovies,India,154049000,7400000,462100,200000,1366417754,20.593684,78.96288,2011-09-29,471031528
559,"Lahari Music - TSeries",16600000,Music,Music,11946217860,"Lahari Music - TSeries",India,89012000,4300000,267000,100000,1366417754,20.593684,78.96288,2011-11-21,471031528
560,"Younes Zarou",16600000,Entertainment,Entertainment,15278668857,"Younes Zarou",Germany,617257000,29600000,1900000,900000,83132799,51.165691,10.451526,2021-05-06,64324835
561,"Jordan Matter",16600000,Entertainment,Entertainment,5819508534,"Jordan Matter","United States",199033000,9600000,597100,300000,328239523,37.09024,-95.712891,2006-12-21,270663028
562,,16500000,Entertainment,Entertainment,2440934034,,"United States",21953000,1100000,65900,200000,328239523,37.09024,-95.712891,2014-03-09,270663028
563,FailArmy,16500000,Comedy,Entertainment,3037260680,FailArmy,"United States",112986000,5400000,339000,100000,328239523,37.09024,-95.712891,2011-07-05,270663028
564,"BBC News Hindi",16500000,"News & Politics",News,7043235131,"BBC News Hindi",India,131202000,6300000,393600,300000,1366417754,20.593684,78.96288,2009-09-22,471031528
565,"FunFun Toy Doll TV",16500000,Entertainment,Entertainment,7406207930,"FunFun Toy Doll TV","United States",24378000,1200000,73100,nan,328239523,37.09024,-95.712891,2016-05-31,270663028
566,"Sandra Cires Art",16400000,"Howto & Style",Entertainment,3955426159,"Sandra Cires Art","United States",18028000,865300,54100,nan,328239523,37.09024,-95.712891,2011-09-27,270663028
567,"Kaykai Salaider",16400000,Comedy,Entertainment,4434679706,"Kaykai Salaider",Thailand,9341000,448400,28000,nan,69625582,15.870032,100.992541,2011-01-24,35294600
568,"UFC - Ultimate Fighting Championship",16400000,Sports,Sports,7135820721,"UFC - Ultimate Fighting Championship","United States",133208000,6400000,399600,100000,328239523,37.09024,-95.712891,2006-03-04,270663028
569,Ch7HD,16400000,Entertainment,Entertainment,9463244435,Ch7HD,Thailand,87757000,4200000,263300,100000,69625582,15.870032,100.992541,2010-05-17,35294600
572,"GMMTV OFFICIAL",16400000,Entertainment,Entertainment,12844432341,"GMMTV OFFICIAL",Thailand,181382000,8700000,544100,200000,69625582,15.870032,100.992541,2010-09-13,35294600
573,"Matt Stonie",16300000,Entertainment,Entertainment,3527627264,MattStonie,"United States",29735,1400,89,nan,328239523,37.09024,-95.712891,2010-06-19,270663028
574,"Boyce Avenue",16300000,Music,Music,6578828147,"Boyce Avenue","United States",28787000,1400000,86400,nan,328239523,37.09024,-95.712891,2007-09-02,270663028
575,"Camila Cabello",16300000,Music,Music,6613422635,"Camila Cabello","United States",42704000,2000000,128100,100000,328239523,37.09024,-95.712891,2015-08-11,270663028
576,"Little Mix",16300000,Music,Music,7520242626,"Little Mix","United Kingdom",38604000,1900000,115800,nan,66834405,55.378051,-3.435973,2011-11-30,55908316
577,"SAM SMITH",16300000,Music,Entertainment,10170264839,"SAM SMITH","United Kingdom",85778000,4100000,257300,nan,66834405,55.378051,-3.435973,2012-09-14,55908316
578,Pitbull,16300000,Music,Music,12475714382,Pitbull,"United States",88004000,4200000,264000,nan,328239523,37.09024,-95.712891,2006-07-05,270663028
579,"Bollywood Classics",16300000,Entertainment,Music,7141825267,"Bollywood Classics",India,151477000,7300000,454400,300000,1366417754,20.593684,78.96288,2011-10-13,471031528
580,Technoblade,16300000,Gaming,Games,1656452554,Technoblade,"United States",17944000,861300,53800,200000,328239523,37.09024,-95.712891,2013-10-28,270663028
581,W2S,16300000,Gaming,Entertainment,4768370464,W2S,"United Kingdom",3079000,147800,9200,nan,66834405,55.378051,-3.435973,2012-07-26,55908316
582,"Jennifer Lopez",16200000,Music,Music,10227242833,"Jennifer Lopez","United States",63441000,3000000,190300,nan,328239523,37.09024,-95.712891,2005-11-18,270663028
583,"Kids Play",16200000,Entertainment,Entertainment,8091706232,"Kids Play","United States",25912000,1200000,77700,nan,328239523,37.09024,-95.712891,2018-05-14,270663028
584,T3ddy,16200000,Comedy,People,2990185467,T3ddy,Brazil,33015000,1600000,99000,100000,212559417,-14.235004,-51.92528,2012-01-16,183241641
585,"JJ Olatunji",16200000,Gaming,Entertainment,4076692623,"JJ Olatunji","United Kingdom",27808000,1300000,83400,100000,66834405,55.378051,-3.435973,2011-01-26,55908316
586,"POPS Kids",16200000,Music,Film,9763592867,"POPS Kids",Vietnam,256733000,12300000,770200,200000,96462106,14.058324,108.277199,2014-01-14,35332140
587,"Thairath Online",16200000,"News & Politics",News,14563841315,"Thairath Online",Thailand,224756000,10800000,674300,100000,69625582,15.870032,100.992541,2010-09-27,35294600
588,LEGO,16200000,Entertainment,Entertainment,20522339099,LEGO,Singapore,117209000,5600000,351600,200000,5703569,1.352083,103.819836,2005-10-22,5703569
589,"XO TEAM",16200000,"People & Blogs",People,14784781923,"XO TEAM Family","United States",37911,1800,114,1000,328239523,37.09024,-95.712891,2020-09-12,270663028
590,AdMe,16200000,Entertainment,Music,4488680903,"Aday C        ",Spain,4,0.19,0.01,nan,47076781,40.463667,-3.74922,2006-05-02,37927409
592,"Dyland PROS",16100000,Entertainment,Games,1517638132,"Dyland PROS",Indonesia,9619000,461700,28900,nan,270203917,-0.789275,113.921327,2015-01-28,151509724
594,"Vlad and Niki ARA",16100000,nan,Entertainment,7399296005,"Vlad and Niki ARA","United States",32011000,1500000,96000,100000,328239523,37.09024,-95.712891,2019-05-24,270663028
